source,target,relation,context,source_document,creation_timestamp
144,117,different from,[cite: 2]\n510k:MedicalDevice rdf:type owl:Class .\n\n#,510k_Ontology.txt,2025-11-05T17:27:04.281881
117,199,subclass of,[cite: 2]\n510k:MedicalDevice rdf:type owl:Class .\n\n#,510k_Ontology.txt,2025-11-05T17:27:04.281881
251,127,instance of,@prefix owl: <http://www.w3.org/2002/07/owl#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
171,267,part of,@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
266,267,part of,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
267,266,has part,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
127,266,part of,@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
127,267,part of,@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
77,267,part of,@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
267,77,has part,@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
251,78,instance of,@prefix owl: <http://www.w3.org/2002/07/owl#> .\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
115,117,has part,[cite: 2]\n510k:MedicalDevice rdf:type owl:Class .\n\n#,510k_Ontology.txt,2025-11-05T17:27:04.281881
117,115,part of,[cite: 2]\n510k:MedicalDevice rdf:type owl:Class .\n\n#,510k_Ontology.txt,2025-11-05T17:27:04.281881
143,212,has part,Predicate Device Properties ###\n510k:hasPredicateKNumber rdf:type owl:DatatypeProperty ;\n  rdfs:domain 510k:PredicateDevice ;\n  rdfs:range xsd:string .\n\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
143,144,has part,[cite: 3]\n510k:PredicateDevice rdf:type owl:Class .\n\n#,510k_Ontology.txt,2025-11-05T17:27:04.281881
212,143,part of,Predicate Device Properties ###\n510k:hasPredicateKNumber rdf:type owl:DatatypeProperty ;\n  rdfs:domain 510k:PredicateDevice ;\n  rdfs:range xsd:string .\n\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
144,143,part of,[cite: 3]\n510k:PredicateDevice rdf:type owl:Class .\n\n#,510k_Ontology.txt,2025-11-05T17:27:04.281881
213,78,subclass of,510k:hasSoftwareComponent rdf:type owl:ObjectProperty ;\n  rdfs:domain 510k:MedicalDevice ;\n  rdfs:range 510k:SoftwareInformation .\n\n#################################################################\n#    Data Properties\n#################################################################\n\n### Submission Properties ###\n510k:hasSubmissionType rdf:type owl:DatatypeProperty ;\n  rdfs:domain 510k:Submission ;\n  rdfs:range xsd:string .\n\n,510k_Ontology.txt,2025-11-05T17:27:04.281881
292,280,has part,@prefix xsd: <,510k_Ontology.txt,2025-11-05T17:27:04.281881
292,265,instance of,@prefix xsd: <,510k_Ontology.txt,2025-11-05T17:27:04.281881
285,78,instance of,"<http://www.example.org/510k>\n  rdf:type owl:Ontology ;\n  rdfs:label ""510(k) Premarket Notification Ontology"" .\n\n",510k_Ontology.txt,2025-11-05T17:27:04.281881
50,53,has part,510(k) Summary of Safety and Effectiveness\nInformation Capnostream 20and Capnostream\n51 0(k),K060065.pdf.txt,2025-11-05T17:28:20.516564
53,50,part of,510(k) Summary of Safety and Effectiveness\nInformation Capnostream 20and Capnostream\n51 0(k),K060065.pdf.txt,2025-11-05T17:28:20.516564
53,51,followed by,Summary of Safety and Effectiveness Information\nCapnostream 20and Capnostream 10\n(This document is not conrtidential)\nDATE,K060065.pdf.txt,2025-11-05T17:28:20.516564
51,53,follows,Summary of Safety and Effectiveness Information\nCapnostream 20and Capnostream 10\n(This document is not conrtidential)\nDATE,K060065.pdf.txt,2025-11-05T17:28:20.516564
63,61,has part,This summary statement is for a bundled submission and covers the Capnostreamn 2o\nand Capnostreaml 0\nCapnostroaM,K060065.pdf.txt,2025-11-05T17:28:20.516564
63,65,has part,This summary statement is for a bundled submission and covers the Capnostreamn 2o\nand Capnostreaml 0\nCapnostroaM,K060065.pdf.txt,2025-11-05T17:28:20.516564
61,63,part of,This summary statement is for a bundled submission and covers the Capnostreamn 2o\nand Capnostreaml 0\nCapnostroaM,K060065.pdf.txt,2025-11-05T17:28:20.516564
61,65,part of,This summary statement is for a bundled submission and covers the Capnostreamn 2o\nand Capnostreaml 0\nCapnostroaM,K060065.pdf.txt,2025-11-05T17:28:20.516564
65,63,part of,This summary statement is for a bundled submission and covers the Capnostreamn 2o\nand Capnostreaml 0\nCapnostroaM,K060065.pdf.txt,2025-11-05T17:28:20.516564
65,61,part of,This summary statement is for a bundled submission and covers the Capnostreamn 2o\nand Capnostreaml 0\nCapnostroaM,K060065.pdf.txt,2025-11-05T17:28:20.516564
131,1,inception,"Capnostream 20\nCommon: Two Parameter Bedside Monitor\nCapnostrearn 10\nProprietary: Capnostream 10\nCommon: One Parameter Bedside Monitor\nESTABLISHMENT REGISTRATION NUMBER\nEstablishment Registration Number: 3003941644\nCONTACT PERSON:\nSanford Brown, Regulatory Affairs Director\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Based Industrial Park\nP06",K060065.pdf.txt,2025-11-05T17:28:20.516564
104,103,country,"45025\n91450 Jerusalem, Israel\nTelephone: +972-2-589-9115\nFAX: +972-2-586-6680\nOridion Medical 1987 Ltd.",K060065.pdf.txt,2025-11-05T17:28:20.516564
37,74,instance of,B051971\nDEVICE DESCRIPTIONS\n%*°,K060065.pdf.txt,2025-11-05T17:28:20.516564
53,122,instance of,"Capnostream 20\nCommon: Two Parameter Bedside Monitor\nCapnostrearn 10\nProprietary: Capnostream 10\nCommon: One Parameter Bedside Monitor\nESTABLISHMENT REGISTRATION NUMBER\nEstablishment Registration Number: 3003941644\nCONTACT PERSON:\nSanford Brown, Regulatory Affairs Director\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Based Industrial Park\nP06",K060065.pdf.txt,2025-11-05T17:28:20.516564
132,4,point in time,"SUBSTANTIAL EQUIVALENCE INFORMATION\n* CO2Module (MiniMediCO 2) used in legally marketed Predicate Devices:\nV Oridion Polaris 2004, K04001 1,\nV CAS Medical Systems, Inc Models 750c-2ms, 750cm-2ms,\n750c-Nnl, 750cm with MiniMediCO 2-V1 K050844\nV Larsen & Toubro Limited Star 50 Monitoring System K051608\n* Pulse Oximeter Module, Sp02 Module (MP100) used in legally marketed Predicate\nDevices:\n, NPB OxiMax Pulse Oximeter System With N-595 Pulse\nOximeter, K012891\nv NPB Oximax N-550, K021090\n* Nurse Call\nv NPB OxiMax Pulse Oximeter System With N-595 Pulse\nOximeter, K012891\n·Welch Allyn Atlas Monitor K022084\nCLASSIFICATION\nCapnostream 20\n73CCK Class",K060065.pdf.txt,2025-11-05T17:28:20.516564
56,152,instance of,"SUBSTANTIAL EQUIVALENCE INFORMATION\n* CO2Module (MiniMediCO 2) used in legally marketed Predicate Devices:\nV Oridion Polaris 2004, K04001 1,\nV CAS Medical Systems, Inc Models 750c-2ms, 750cm-2ms,\n750c-Nnl, 750cm with MiniMediCO 2-V1 K050844\nV Larsen & Toubro Limited Star 50 Monitoring System K051608\n* Pulse Oximeter Module, Sp02 Module (MP100) used in legally marketed Predicate\nDevices:\n, NPB OxiMax Pulse Oximeter System With N-595 Pulse\nOximeter, K012891\nv NPB Oximax N-550, K021090\n* Nurse Call\nv NPB OxiMax Pulse Oximeter System With N-595 Pulse\nOximeter, K012891\n·Welch Allyn Atlas Monitor K022084\nCLASSIFICATION\nCapnostream 20\n73CCK Class",K060065.pdf.txt,2025-11-05T17:28:20.516564
50,191,instance of,510(k) Summary of Safety and Effectiveness\nInformation Capnostream 20and Capnostream\n51 0(k),K060065.pdf.txt,2025-11-05T17:28:20.516564
244,254,subclass of,"It is intended for use with neonatal, pediatric and adult patients in\nhospitals, hospital type facilities, intra hospital moves and home environments.\n",K060065.pdf.txt,2025-11-05T17:28:20.516564
54,38,instance of,"Capnostream 20\nCommon: Two Parameter Bedside Monitor\nCapnostrearn 10\nProprietary: Capnostream 10\nCommon: One Parameter Bedside Monitor\nESTABLISHMENT REGISTRATION NUMBER\nEstablishment Registration Number: 3003941644\nCONTACT PERSON:\nSanford Brown, Regulatory Affairs Director\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Based Industrial Park\nP06",K060065.pdf.txt,2025-11-05T17:28:20.516564
201,216,subclass of,"The Capnostream 20\ncombined capnograph/pulse oximeter monitor is intended to provide professionally trained\nhealth care providers the continuous, non invasive measurement and monitoring of carbon\ndioxide concentration of the expired and inspired breath and respiration rate, and for the\ncontinuous non-invasive monitoring of functional oxygen saturation of arterial hemoglobin\n(SpO2and pulse rate).",K060065.pdf.txt,2025-11-05T17:28:20.516564
245,201,subclass of,"The MiniMediCO 2EtCO2Module:\nIs intended for installation in host devices that: are used by physicians, nurses and other\ntrained health care providers in critical care patient settings, such as anesthesiology,\nintensive care medicine, neonatal Intensive care and other health care areas where noninvasive measurement of expired C02 and inspired C02 are of medical value.",K060065.pdf.txt,2025-11-05T17:28:20.516564
190,269,has part,"The Capnostream 20\ncombined capnograph/pulse oximeter monitor is intended to provide professionally trained\nhealth care providers the continuous, non invasive measurement and monitoring of carbon\ndioxide concentration of the expired and inspired breath and respiration rate, and for the\ncontinuous non-invasive monitoring of functional oxygen saturation of arterial hemoglobin\n(SpO2and pulse rate).",K060065.pdf.txt,2025-11-05T17:28:20.516564
269,190,part of,"The Capnostream 20\ncombined capnograph/pulse oximeter monitor is intended to provide professionally trained\nhealth care providers the continuous, non invasive measurement and monitoring of carbon\ndioxide concentration of the expired and inspired breath and respiration rate, and for the\ncontinuous non-invasive monitoring of functional oxygen saturation of arterial hemoglobin\n(SpO2and pulse rate).",K060065.pdf.txt,2025-11-05T17:28:20.516564
139,182,instance of,"Capnostream 20\nCommon: Two Parameter Bedside Monitor\nCapnostrearn 10\nProprietary: Capnostream 10\nCommon: One Parameter Bedside Monitor\nESTABLISHMENT REGISTRATION NUMBER\nEstablishment Registration Number: 3003941644\nCONTACT PERSON:\nSanford Brown, Regulatory Affairs Director\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Based Industrial Park\nP06",K060065.pdf.txt,2025-11-05T17:28:20.516564
210,218,facet of,"The Capnostream 20\ncombined capnograph/pulse oximeter monitor is intended to provide professionally trained\nhealth care providers the continuous, non invasive measurement and monitoring of carbon\ndioxide concentration of the expired and inspired breath and respiration rate, and for the\ncontinuous non-invasive monitoring of functional oxygen saturation of arterial hemoglobin\n(SpO2and pulse rate).",K060065.pdf.txt,2025-11-05T17:28:20.516564
201,185,studied by,"The MiniMediCO 2EtCO2Module:\nIs intended for installation in host devices that: are used by physicians, nurses and other\ntrained health care providers in critical care patient settings, such as anesthesiology,\nintensive care medicine, neonatal Intensive care and other health care areas where noninvasive measurement of expired C02 and inspired C02 are of medical value.",K060065.pdf.txt,2025-11-05T17:28:20.516564
185,201,studies,"The MiniMediCO 2EtCO2Module:\nIs intended for installation in host devices that: are used by physicians, nurses and other\ntrained health care providers in critical care patient settings, such as anesthesiology,\nintensive care medicine, neonatal Intensive care and other health care areas where noninvasive measurement of expired C02 and inspired C02 are of medical value.",K060065.pdf.txt,2025-11-05T17:28:20.516564
138,38,instance of,"Capnostream 20\nCommon: Two Parameter Bedside Monitor\nCapnostrearn 10\nProprietary: Capnostream 10\nCommon: One Parameter Bedside Monitor\nESTABLISHMENT REGISTRATION NUMBER\nEstablishment Registration Number: 3003941644\nCONTACT PERSON:\nSanford Brown, Regulatory Affairs Director\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Based Industrial Park\nP06",K060065.pdf.txt,2025-11-05T17:28:20.516564
62,38,instance of,"Capnostream 20\nCommon: Two Parameter Bedside Monitor\nCapnostrearn 10\nProprietary: Capnostream 10\nCommon: One Parameter Bedside Monitor\nESTABLISHMENT REGISTRATION NUMBER\nEstablishment Registration Number: 3003941644\nCONTACT PERSON:\nSanford Brown, Regulatory Affairs Director\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Based Industrial Park\nP06",K060065.pdf.txt,2025-11-05T17:28:20.516564
51,193,instance of,Summary of Safety and Effectiveness Information\nCapnostream 20and Capnostream 10\n(This document is not conrtidential)\nDATE,K060065.pdf.txt,2025-11-05T17:28:20.516564
51,123,use,Summary of Safety and Effectiveness Information\nCapnostream 20and Capnostream 10\n(This document is not conrtidential)\nDATE,K060065.pdf.txt,2025-11-05T17:28:20.516564
52,119,has part,"Page 79K060065-Reply to FDA Letter of March 2, 2006 Confidential\nDEVICE DESCRIPTION\nThe Capnostream 10Bedside Monitor contains a MinMediCO 2EtCO2module used in\npreviously FDA cleared devices with the following indications for use.\n",K060065.pdf.txt,2025-11-05T17:28:20.516564
119,52,part of,"Page 79K060065-Reply to FDA Letter of March 2, 2006 Confidential\nDEVICE DESCRIPTION\nThe Capnostream 10Bedside Monitor contains a MinMediCO 2EtCO2module used in\npreviously FDA cleared devices with the following indications for use.\n",K060065.pdf.txt,2025-11-05T17:28:20.516564
240,181,subclass of,"The general controls provisions of the Act include\nrequirements for annual registration, listing of devices, good manufacturing practice,\nlabeling, and prohibitions against misbranding and adulteration.\n",K060065.pdf.txt,2025-11-05T17:28:20.516564
72,173,has part,"Existing major regulations affecting\nyour device can be found in the Code of Federal Regulations, Title 21, Parts 800 to 898.",K060065.pdf.txt,2025-11-05T17:28:20.516564
173,72,part of,"Existing major regulations affecting\nyour device can be found in the Code of Federal Regulations, Title 21, Parts 800 to 898.",K060065.pdf.txt,2025-11-05T17:28:20.516564
9,16,has part,[I\nThis device has two modules that are classified as follows:\n* 21,K060065.pdf.txt,2025-11-05T17:28:20.516564
9,14,has part,[I\nThis device has two modules that are classified as follows:\n* 21,K060065.pdf.txt,2025-11-05T17:28:20.516564
9,17,has part,[I\nThis device has two modules that are classified as follows:\n* 21,K060065.pdf.txt,2025-11-05T17:28:20.516564
9,11,has part,[I\nThis device has two modules that are classified as follows:\n* 21,K060065.pdf.txt,2025-11-05T17:28:20.516564
16,9,part of,[I\nThis device has two modules that are classified as follows:\n* 21,K060065.pdf.txt,2025-11-05T17:28:20.516564
14,9,part of,[I\nThis device has two modules that are classified as follows:\n* 21,K060065.pdf.txt,2025-11-05T17:28:20.516564
17,9,part of,[I\nThis device has two modules that are classified as follows:\n* 21,K060065.pdf.txt,2025-11-05T17:28:20.516564
11,9,part of,[I\nThis device has two modules that are classified as follows:\n* 21,K060065.pdf.txt,2025-11-05T17:28:20.516564
23,249,subclass of,510(k) Summary of Safety and Effectiveness\nInformation Capnostream 20and Capnostream\n51 0(k),K060065.pdf.txt,2025-11-05T17:28:20.516564
258,47,instance of,"SUBSTANTIAL EQUIVALENCE INFORMATION\n* CO2Module (MiniMediCO 2) used in legally marketed Predicate Devices:\nV Oridion Polaris 2004, K04001 1,\nV CAS Medical Systems, Inc Models 750c-2ms, 750cm-2ms,\n750c-Nnl, 750cm with MiniMediCO 2-V1 K050844\nV Larsen & Toubro Limited Star 50 Monitoring System K051608\n* Pulse Oximeter Module, Sp02 Module (MP100) used in legally marketed Predicate\nDevices:\n, NPB OxiMax Pulse Oximeter System With N-595 Pulse\nOximeter, K012891\nv NPB Oximax N-550, K021090\n* Nurse Call\nv NPB OxiMax Pulse Oximeter System With N-595 Pulse\nOximeter, K012891\n·Welch Allyn Atlas Monitor K022084\nCLASSIFICATION\nCapnostream 20\n73CCK Class",K060065.pdf.txt,2025-11-05T17:28:20.516564
185,89,part of,"The MiniMediCO 2EtCO2Module:\nIs intended for installation in host devices that: are used by physicians, nurses and other\ntrained health care providers in critical care patient settings, such as anesthesiology,\nintensive care medicine, neonatal Intensive care and other health care areas where noninvasive measurement of expired C02 and inspired C02 are of medical value.",K060065.pdf.txt,2025-11-05T17:28:20.516564
53,84,use,"Capnostream 20\nCommon: Two Parameter Bedside Monitor\nCapnostrearn 10\nProprietary: Capnostream 10\nCommon: One Parameter Bedside Monitor\nESTABLISHMENT REGISTRATION NUMBER\nEstablishment Registration Number: 3003941644\nCONTACT PERSON:\nSanford Brown, Regulatory Affairs Director\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Based Industrial Park\nP06",K060065.pdf.txt,2025-11-05T17:28:20.516564
62,41,use,B051971\nDEVICE DESCRIPTION\nThe Capnostreamlo bedside monitor is a one parameter monitor consisting of a MP100\nEtCO2module displays and alarms.\n,K060065.pdf.txt,2025-11-05T17:28:20.516564
148,12,part of,Prescription Use X AND/OR Over-The-Counter Use\n(Per 21 CFR 801 Subpart D),K060065.pdf.txt,2025-11-05T17:28:20.516564
12,148,has part,Prescription Use X AND/OR Over-The-Counter Use\n(Per 21 CFR 801 Subpart D),K060065.pdf.txt,2025-11-05T17:28:20.516564
91,125,different from,[I\nThis device has two modules that are classified as follows:\n* 21,K060065.pdf.txt,2025-11-05T17:28:20.516564
125,91,different from,[I\nThis device has two modules that are classified as follows:\n* 21,K060065.pdf.txt,2025-11-05T17:28:20.516564
42,188,instance of,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
106,5,point in time,MAY k 2 2010\nDATE,K094012.pdf.txt,2025-11-05T17:29:30.735269
90,103,country,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB3 45025\n91450 Jerusalem, Israel\nTelephone: 857-9 19-2923\nFax: +972-2-586-6680\nEmail: rachel.weissbrod~oridion.com\nDEVICE INFORMATION\nTrade Name: Capnostream2o\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: D001lliS.\nPage 10SPECIAL-51 0(k) Submission for CAPNOSTREAM2O two parameter bedside monitor with microMediCO2 C02 module\n510(k) Summary of Safety and Effectiveness\nPREDICATE DEVICE\nCapnostream20 with the microMediC02 002 board is substantially equivalent to the\nfollowing commercially available device:\nManufacturer Device 510(k)No.",K094012.pdf.txt,2025-11-05T17:29:30.735269
104,103,country,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB3 45025\n91450 Jerusalem, Israel\nTelephone: 857-9 19-2923\nFax: +972-2-586-6680\nEmail: rachel.weissbrod~oridion.com\nDEVICE INFORMATION\nTrade Name: Capnostream2o\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: D001lliS.\nPage 10SPECIAL-51 0(k) Submission for CAPNOSTREAM2O two parameter bedside monitor with microMediCO2 C02 module\n510(k) Summary of Safety and Effectiveness\nPREDICATE DEVICE\nCapnostream20 with the microMediC02 002 board is substantially equivalent to the\nfollowing commercially available device:\nManufacturer Device 510(k)No.",K094012.pdf.txt,2025-11-05T17:29:30.735269
43,188,instance of,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
259,183,subclass of,The host\ndevice displays parameters received from the respective modules and generates alarms\nwhen preset alarm thresholds are crossed.,K094012.pdf.txt,2025-11-05T17:29:30.735269
67,152,different from,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB3 45025\n91450 Jerusalem, Israel\nTelephone: 857-9 19-2923\nFax: +972-2-586-6680\nEmail: rachel.weissbrod~oridion.com\nDEVICE INFORMATION\nTrade Name: Capnostream2o\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: D001lliS.\nPage 10SPECIAL-51 0(k) Submission for CAPNOSTREAM2O two parameter bedside monitor with microMediCO2 C02 module\n510(k) Summary of Safety and Effectiveness\nPREDICATE DEVICE\nCapnostream20 with the microMediC02 002 board is substantially equivalent to the\nfollowing commercially available device:\nManufacturer Device 510(k)No.",K094012.pdf.txt,2025-11-05T17:29:30.735269
152,67,different from,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB3 45025\n91450 Jerusalem, Israel\nTelephone: 857-9 19-2923\nFax: +972-2-586-6680\nEmail: rachel.weissbrod~oridion.com\nDEVICE INFORMATION\nTrade Name: Capnostream2o\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: D001lliS.\nPage 10SPECIAL-51 0(k) Submission for CAPNOSTREAM2O two parameter bedside monitor with microMediCO2 C02 module\n510(k) Summary of Safety and Effectiveness\nPREDICATE DEVICE\nCapnostream20 with the microMediC02 002 board is substantially equivalent to the\nfollowing commercially available device:\nManufacturer Device 510(k)No.",K094012.pdf.txt,2025-11-05T17:29:30.735269
43,48,instance of,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
244,254,subclass of,"It is intended for use with neonatal,\npediatric and adult patients in hospitals, hospital type facilities, intra-hospital transport and\nhome environments.\n",K094012.pdf.txt,2025-11-05T17:29:30.735269
43,227,use,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
66,253,has parts of the class,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB3 45025\n91450 Jerusalem, Israel\nTelephone: 857-9 19-2923\nFax: +972-2-586-6680\nEmail: rachel.weissbrod~oridion.com\nDEVICE INFORMATION\nTrade Name: Capnostream2o\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: D001lliS.\nPage 10SPECIAL-51 0(k) Submission for CAPNOSTREAM2O two parameter bedside monitor with microMediCO2 C02 module\n510(k) Summary of Safety and Effectiveness\nPREDICATE DEVICE\nCapnostream20 with the microMediC02 002 board is substantially equivalent to the\nfollowing commercially available device:\nManufacturer Device 510(k)No.",K094012.pdf.txt,2025-11-05T17:29:30.735269
92,142,use,[Pi monitoring displays a single value that represents the\nPage I11SPECIAL-51O(k),K094012.pdf.txt,2025-11-05T17:29:30.735269
239,237,has part,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB3 45025\n91450 Jerusalem, Israel\nTelephone: 857-9 19-2923\nFax: +972-2-586-6680\nEmail: rachel.weissbrod~oridion.com\nDEVICE INFORMATION\nTrade Name: Capnostream2o\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: D001lliS.\nPage 10SPECIAL-51 0(k) Submission for CAPNOSTREAM2O two parameter bedside monitor with microMediCO2 C02 module\n510(k) Summary of Safety and Effectiveness\nPREDICATE DEVICE\nCapnostream20 with the microMediC02 002 board is substantially equivalent to the\nfollowing commercially available device:\nManufacturer Device 510(k)No.",K094012.pdf.txt,2025-11-05T17:29:30.735269
160,255,has part,SPECIAL-510(k) Submission for CAPNOSTREAM20 two parameter bedside monitor with microMediC02 G02 module\n51 0(k) Summary of Safety and Effectiveness )u q (2\n7. 510(k) Summary of Safety and Effectiveness yU t\nThis summary of safety and effectiveness information is being submitted in accordance with\nthe requirements of 21 CFR 807.92\n(This section is not confidential),K094012.pdf.txt,2025-11-05T17:29:30.735269
58,136,instance of,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB3 45025\n91450 Jerusalem, Israel\nTelephone: 857-9 19-2923\nFax: +972-2-586-6680\nEmail: rachel.weissbrod~oridion.com\nDEVICE INFORMATION\nTrade Name: Capnostream2o\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: D001lliS.\nPage 10SPECIAL-51 0(k) Submission for CAPNOSTREAM2O two parameter bedside monitor with microMediCO2 C02 module\n510(k) Summary of Safety and Effectiveness\nPREDICATE DEVICE\nCapnostream20 with the microMediC02 002 board is substantially equivalent to the\nfollowing commercially available device:\nManufacturer Device 510(k)No.",K094012.pdf.txt,2025-11-05T17:29:30.735269
211,276,used by,"This device has two modules that are classified as follows:\n* 21 CFR 868.1400, Carbon Dioxide Analyzer (Classification CCK)\n* 21 CFR 870.2700 Pulse Oximeter (Classification DQA)\nEach module is controlled by dedicated software that is an integral part of the\nrespective module.\n",K094012.pdf.txt,2025-11-05T17:29:30.735269
238,235,has part,"Rachel Weissbrod, Director of Regulatory Affairs\nOridion Medical 1987 Ltd.\nHar Hotzvim Science Park\nPOB3 45025\n91450 Jerusalem, Israel\nTelephone: 857-9 19-2923\nFax: +972-2-586-6680\nEmail: rachel.weissbrod~oridion.com\nDEVICE INFORMATION\nTrade Name: Capnostream2o\nCommon Name: Two Parameter Bedside Monitor\nClassification Name: Capnograph/Pulse Oximeter\nRegulation Number:\n868.1400, Carbon Dioxide Analyzer (Classification CCK)\n870.2700 Pulse Oximeter (Classification DQA)\nDevice Listing Number: D001lliS.\nPage 10SPECIAL-51 0(k) Submission for CAPNOSTREAM2O two parameter bedside monitor with microMediCO2 C02 module\n510(k) Summary of Safety and Effectiveness\nPREDICATE DEVICE\nCapnostream20 with the microMediC02 002 board is substantially equivalent to the\nfollowing commercially available device:\nManufacturer Device 510(k)No.",K094012.pdf.txt,2025-11-05T17:29:30.735269
